Brand,Model,Battery Capacity (kWh),Efficiency (Wh/km),Top Speed (km/h),Drive Type,Vehicle Weight (kg),Motor Power (kW),Acceleration 0-100 (sec),Charging Time (hours),Range (km)
Lucid,Air Touring (v2023),87.6,241.6,267.0,AWD,2299.4,834.2,2.5,2.5,333.9
Chevrolet,Silverado EV WT (v2023),89.7,214.1,177.7,RWD,2374.5,240.2,9.5,4.8,399.9
Toyota,bZ4X FWD (v2024),55.8,196.6,155.7,FWD,1984.7,172.8,9.8,2.4,251.7
Jaguar,I-Pace HSE (v2025),64.0,191.8,172.6,FWD,1842.0,235.9,9.6,2.2,305.1
MG,MG4 EV Standard (v2022),62.8,197.5,163.0,RWD,1872.0,184.4,10.7,1.8,296.4
Audi,Q8 55 e-tron (v2023),63.6,197.5,158.8,RWD,2143.3,179.9,9.9,2.5,307.1
Nissan,Ariya 87kWh (v2023),48.3,179.5,164.4,FWD,1818.1,207.3,9.5,1.3,251.6
Volvo,EX30 Twin Motor (v2024),55.9,202.3,162.2,AWD,2024.6,191.3,10.4,3.8,268.0
BYD,Dolphin Extended (v2024),47.6,186.0,152.3,AWD,1631.3,169.5,10.0,1.7,242.8
Nissan,Ariya 63kWh (v2023),50.6,183.8,148.2,FWD,1860.7,153.0,10.2,1.5,245.7
Kia,EV6 Wind (v2024),87.2,212.8,185.0,FWD,2223.4,306.1,8.7,4.5,387.4
Polestar,Polestar 4 Dual (v2021),106.7,216.2,182.4,FWD,2382.1,357.7,7.6,4.9,454.8
Jaguar,I-Pace Black (v2023),56.0,193.7,161.1,RWD,1972.4,141.9,9.8,2.8,268.4
Mercedes,EQC 400 (v2021),66.5,201.8,168.0,FWD,2061.1,228.6,9.2,2.1,304.6
Hyundai,Kona Electric 64kWh (v2025),50.1,216.4,155.4,AWD,1797.4,168.6,10.0,1.7,207.2
Kia,EV6 GT-Line (v2025),65.3,201.5,159.8,AWD,2131.8,192.2,10.0,4.0,296.6
Audi,Q8 50 e-tron (v2022),71.5,197.4,158.1,FWD,2046.4,206.1,9.3,4.0,328.6
BYD,Seal RWD (v2024),107.2,237.4,180.7,AWD,2708.6,326.9,7.9,3.8,442.1
Hyundai,Ioniq 6 Standard (v2024),83.3,205.3,196.8,AWD,2101.3,373.3,7.4,6.0,361.3
Chevrolet,Equinox EV (v2024),82.4,209.9,171.5,AWD,2330.2,297.4,8.5,3.1,366.1
Audi,Q8 50 e-tron (v2022),75.5,220.6,183.0,AWD,2262.8,314.1,8.5,3.0,319.8
Mercedes,EQE 350+ (v2022),70.8,204.0,163.5,FWD,2105.4,217.5,9.5,2.0,333.7
Rivian,R1S Dual Motor (v2023),87.3,239.1,229.5,AWD,2443.2,645.6,4.6,2.8,331.8
Volkswagen,ID. Buzz Pro (v2022),61.2,215.5,157.3,AWD,1894.4,170.9,10.2,5.7,262.0
Toyota,bZ4X AWD (v2023),53.6,187.3,158.8,FWD,1690.8,216.7,9.1,1.7,271.8
MG,Cyberster RWD (v2023),56.9,195.4,152.6,AWD,1764.3,211.3,9.8,1.9,275.1
Chevrolet,Silverado EV WT (v2022),94.0,221.7,183.0,FWD,2488.6,317.1,8.1,3.2,400.3
Nissan,Ariya 63kWh (v2021),66.0,170.5,171.3,RWD,1808.2,264.9,8.8,2.4,378.6
Chevrolet,Bolt EV (v2025),54.0,203.1,169.1,AWD,2052.6,235.4,9.6,3.5,247.9
Volkswagen,ID.5 Pro (v2021),97.5,218.4,166.1,AWD,2533.5,225.1,9.4,3.2,398.7
Polestar,Polestar 3 Long Range (v2024),77.1,221.3,185.1,RWD,2183.2,314.3,7.9,2.1,336.2
BYD,Seal RWD (v2022),72.0,220.2,183.6,FWD,1976.5,295.5,8.9,2.0,314.1
Jaguar,I-Pace EV400 (v2021),88.2,222.6,184.4,AWD,2377.3,346.5,8.1,3.3,368.5
Kia,EV6 GT (v2024),74.7,202.0,168.5,RWD,2140.4,288.8,8.6,3.2,356.5
Tesla,Cybertruck Dual (v2021),84.2,245.8,245.3,AWD,2387.5,725.0,3.5,2.8,324.4
Nissan,Ariya 87kWh (v2022),47.9,197.7,155.5,FWD,1890.0,198.2,9.6,2.6,231.5
Volvo,EX30 Single Motor (v2022),91.7,209.2,168.2,FWD,2427.5,267.9,8.7,7.4,402.9
Mercedes,EQE SUV 350 (v2025),71.6,205.9,172.1,FWD,2014.7,267.3,8.8,4.7,310.8
Toyota,bZ3 (v2024),68.9,188.9,153.5,FWD,1968.1,170.2,9.4,3.2,323.3
BMW,i7 xDrive60 (v2025),65.9,192.5,150.0,FWD,1933.6,147.5,9.7,2.1,327.0
Mercedes,EQS 580 (v2025),68.3,204.7,160.9,FWD,1964.6,201.6,9.7,2.5,326.0
Jaguar,I-Pace Black (v2022),96.8,215.2,208.0,RWD,2296.3,414.7,6.6,5.3,430.6
Toyota,bZ4X AWD (v2022),56.8,187.4,171.2,RWD,1818.2,251.4,9.1,4.1,269.7
BYD,Song Plus EV (v2024),102.7,229.6,192.0,AWD,2564.8,334.5,8.1,3.0,404.3
Rivian,R1T Dual Motor (v2022),106.9,233.8,191.0,AWD,2752.3,393.9,7.3,3.9,440.4
Kia,EV6 Light (v2024),46.4,178.9,161.8,FWD,1673.5,179.8,10.0,2.0,240.5
MG,MG4 EV XPOWER (v2025),37.5,182.2,153.2,RWD,1451.0,83.3,10.8,2.4,182.0
Jaguar,I-Pace Black (v2024),71.6,211.7,168.0,AWD,1973.9,224.0,9.3,3.8,326.3
Kia,EV9 GT-Line (v2025),109.7,237.6,192.3,RWD,2618.6,396.6,7.6,3.8,450.4
Volvo,XC40 Recharge (v2025),61.7,194.5,165.8,RWD,1976.9,201.0,10.1,3.3,301.1
Tesla,Cybertruck Dual (v2022),125.6,256.6,246.4,AWD,2587.6,730.1,3.8,4.0,451.8
Nissan,Leaf 40kWh (v2025),42.0,177.8,147.6,FWD,1727.7,101.1,10.8,2.2,220.0
Audi,Q8 55 e-tron (v2023),94.3,235.8,169.3,AWD,2472.6,344.1,7.9,3.3,391.4
Polestar,Polestar 2 Performance (v2025),58.7,191.6,153.4,FWD,2004.1,171.1,10.3,4.4,287.7
Ford,F-150 Lightning Extended (v2022),81.5,198.1,176.0,FWD,2072.7,254.4,9.0,2.5,400.0
Mercedes,EQA 250 (v2025),58.0,211.0,157.2,AWD,2077.3,163.2,10.2,1.9,243.4
MG,ZS EV Standard (v2022),37.0,181.5,145.9,FWD,1714.3,101.5,10.9,2.4,189.3
Porsche,Taycan Cross Turismo (v2021),104.4,217.6,197.3,RWD,2313.6,457.6,6.2,3.1,463.4
Volvo,EX90 Twin Motor (v2021),53.1,184.4,169.7,FWD,1631.6,231.5,9.3,1.9,261.2
Hyundai,Kona Electric 64kWh (v2025),106.8,235.3,191.8,AWD,2494.2,411.6,7.5,5.3,405.0
Mercedes,EQB 300 (v2025),96.6,226.0,170.8,AWD,2423.5,263.0,8.7,2.3,398.9
Chevrolet,Silverado EV WT (v2022),100.3,231.1,201.7,AWD,2603.8,426.0,7.0,6.0,396.3
Ford,E-Transit (v2024),96.8,220.8,161.4,FWD,2229.9,238.5,8.7,4.7,388.4
Mercedes,EQB 300 (v2025),86.1,220.5,187.6,FWD,2380.9,317.3,8.3,2.3,373.7
Volkswagen,ID. Buzz Pro (v2021),86.1,204.9,155.8,FWD,2207.3,201.3,9.7,3.4,396.3
Tesla,Model S Plaid (v2021),68.0,201.3,191.3,RWD,1905.4,370.3,8.1,2.2,308.4
Toyota,bZ4X AWD (v2023),48.8,191.6,150.7,AWD,1695.9,134.9,10.2,2.1,225.7
Lucid,Air Grand Touring (v2024),108.5,266.7,247.7,AWD,2812.5,762.5,3.0,9.1,367.2
Rivian,R1T Dual Motor (v2023),75.1,226.7,194.8,AWD,2330.0,457.9,7.2,4.3,301.0
Jaguar,I-Pace HSE (v2023),61.9,193.2,161.0,FWD,1849.8,202.1,9.6,3.5,296.7
Honda,Prologue Touring (v2022),52.7,189.9,157.6,FWD,1936.7,146.1,10.1,1.6,258.1
Jaguar,I-Pace EV400 (v2024),79.6,209.9,171.4,FWD,2311.7,276.4,8.8,7.9,365.7
Lucid,Air Pure (v2024),88.7,239.2,201.1,AWD,2534.6,457.0,6.5,4.8,345.7
Ford,E-Transit (v2024),105.9,226.0,181.3,AWD,2588.2,297.7,8.6,5.7,427.5
Ford,Mustang Mach-E ER (v2023),60.0,198.3,151.0,AWD,2106.1,162.7,9.7,2.3,281.1
Jaguar,I-Pace EV400 (v2021),89.0,221.9,169.9,AWD,2374.4,278.6,8.9,5.6,357.2
Volvo,EX90 Twin Motor (v2024),93.4,211.5,182.1,RWD,2335.5,288.3,8.3,4.0,413.6
BMW,i4 eDrive35 (v2025),76.9,223.1,171.9,AWD,1971.5,219.5,9.7,2.5,322.2
Chevrolet,Bolt EUV (v2025),50.5,202.2,150.5,AWD,1732.9,180.8,9.6,2.0,225.0
Mercedes,EQG 580 (v2024),81.9,220.5,178.0,FWD,2354.5,282.3,9.0,4.2,344.9
Honda,Prologue EX (v2025),36.2,182.5,158.0,FWD,1766.2,153.6,10.3,2.3,175.3
Jaguar,I-Pace HSE (v2021),50.1,222.7,157.9,AWD,2011.7,193.2,10.1,3.3,210.5
Ford,Mustang Mach-E ER (v2022),82.4,231.5,164.3,AWD,2439.5,192.2,9.7,3.9,332.2
Ford,Mustang Mach-E SR (v2023),65.8,193.2,155.7,RWD,1902.0,164.8,10.5,2.4,305.5
Jaguar,I-Pace Black (v2024),107.7,218.5,182.1,RWD,2560.3,278.7,8.9,5.6,454.7
Jaguar,I-Pace Black (v2025),95.2,216.3,184.9,RWD,2276.7,373.5,7.0,9.6,421.4
Audi,Q6 e-tron (v2024),85.6,206.9,161.6,FWD,2266.3,242.5,9.1,3.2,366.1
Audi,Q8 50 e-tron (v2025),77.4,212.5,159.4,FWD,2173.4,191.5,9.9,7.1,329.6
MG,MG4 EV XPOWER (v2025),55.0,184.7,148.6,FWD,2023.2,123.7,10.4,3.7,281.3
BYD,Han EV (v2022),98.9,212.9,177.4,FWD,2337.3,275.0,8.7,10.1,443.8
Jaguar,I-Pace Black (v2022),72.2,195.8,164.9,FWD,2020.5,176.1,10.0,3.4,335.8
Lucid,Air Grand Touring (v2024),117.3,266.5,263.3,AWD,2760.6,806.0,2.7,3.2,421.1
Volvo,EX30 Single Motor (v2021),97.7,210.0,166.0,RWD,2486.9,249.5,9.0,2.8,447.7
Audi,Q4 Sportback (v2023),73.0,212.3,156.3,AWD,2113.6,167.8,10.4,2.5,331.2
BYD,Seal AWD (v2025),55.3,180.5,151.1,RWD,1979.3,127.4,10.7,1.8,299.7
Toyota,bZ4X FWD (v2022),78.9,220.7,173.5,FWD,2141.5,283.3,8.9,5.9,337.4
Jaguar,I-Pace EV400 (v2021),83.8,207.6,163.3,AWD,2332.9,192.1,9.6,2.3,388.1
BYD,Seal RWD (v2022),51.1,181.2,148.3,FWD,1814.7,155.2,10.3,1.5,268.0
Tesla,Model X LR (v2023),114.5,239.6,198.8,AWD,2805.4,455.4,6.5,10.7,447.9
Rivian,R1S Quad Motor (v2024),105.8,247.7,223.3,AWD,2646.6,580.6,5.1,3.3,406.3
Mercedes,EQC 400 (v2023),93.4,217.5,200.0,RWD,2226.7,407.1,7.8,2.6,418.9
Lucid,Air Sapphire (v2021),121.3,252.3,257.8,AWD,2621.8,832.5,2.4,3.1,462.7
BMW,iX M60 (v2023),59.4,200.2,165.1,RWD,1863.0,236.6,9.4,4.5,280.8
Chevrolet,Bolt EUV (v2024),80.4,218.3,176.6,FWD,2350.2,334.6,7.8,2.7,335.3
Mercedes,EQE 500 (v2023),89.4,195.1,174.0,FWD,2185.4,215.2,9.4,3.4,407.6
Hyundai,Ioniq EV (v2023),66.1,197.8,170.2,FWD,1935.9,242.1,9.0,2.1,317.9
Honda,Prologue Touring (v2022),56.0,201.7,172.6,AWD,2086.8,228.7,8.9,3.3,263.7
Nissan,Leaf 40kWh (v2025),39.8,190.2,159.0,AWD,1700.9,159.9,9.5,1.7,185.4
Tesla,Model S Dual (v2023),74.3,225.6,216.9,RWD,2067.1,519.3,6.0,1.9,313.3
Rivian,R1S Dual Motor (v2021),92.1,216.1,200.2,AWD,2440.7,471.6,6.6,2.4,388.0
Honda,Prologue EX (v2024),63.9,190.4,166.8,FWD,1847.4,259.7,8.9,3.6,318.4
Lucid,Air Sapphire (v2024),133.2,240.4,227.8,RWD,2725.0,659.5,4.0,7.8,516.4
Volkswagen,ID.7 Pro (v2023),50.3,178.2,161.5,FWD,1758.1,190.6,10.2,1.6,254.4
Volkswagen,ID.4 GTX (v2021),61.4,186.8,168.9,RWD,2078.4,243.2,9.3,2.6,292.3
Mercedes,EQS 580 (v2021),87.3,211.0,183.9,FWD,2345.7,274.6,8.9,2.3,400.2
Lucid,Air Grand Touring (v2022),91.1,251.9,251.3,AWD,2435.9,784.7,3.0,2.7,340.4
Audi,e-tron S (v2024),56.4,186.3,149.6,FWD,1950.0,150.0,10.0,1.8,271.5
Tesla,Model X Plaid (v2025),123.8,249.0,236.1,AWD,2730.2,728.9,3.4,6.5,478.4
Nissan,Townstar EV (v2022),50.4,198.0,151.6,AWD,1767.5,135.8,10.1,2.2,244.8
Kia,EV6 GT-Line (v2021),98.9,224.0,191.2,RWD,2536.2,377.8,7.4,4.4,398.9
Mercedes,EQE SUV 350 (v2024),57.1,198.3,151.1,RWD,2049.7,138.1,10.4,1.9,257.6
Honda,Prologue EX (v2022),44.3,196.6,142.7,AWD,1609.6,110.0,10.6,1.6,202.6
Audi,Q4 50 e-tron (v2025),73.5,218.3,172.5,AWD,2187.7,225.5,9.3,2.5,298.7
Chevrolet,Bolt EV (v2025),77.8,211.4,179.5,FWD,1935.8,286.6,8.2,2.1,343.5
Honda,e:Ny1 (v2023),46.0,195.1,158.7,FWD,1755.6,136.3,11.0,1.6,208.3
Jaguar,I-Pace EV400 (v2022),96.5,213.4,191.4,FWD,2410.1,365.5,7.4,3.6,401.0
Polestar,Polestar 4 Dual (v2021),63.5,210.4,153.9,AWD,1925.8,183.9,10.0,3.3,282.3
Nissan,Ariya 87kWh (v2024),74.6,201.3,173.2,AWD,2031.2,229.6,8.8,2.7,347.2
Hyundai,Kona Electric 39kWh (v2023),68.1,197.2,175.7,RWD,1881.6,277.5,8.6,2.4,316.6
Nissan,Leaf 40kWh (v2023),66.8,197.0,157.2,FWD,2031.7,156.7,10.0,5.5,319.2
Volkswagen,ID.4 GTX (v2023),67.7,214.0,160.4,AWD,1975.8,170.2,10.1,3.3,303.0
BYD,Atto 3 (v2025),62.8,203.2,177.8,RWD,2116.7,248.9,9.4,1.8,281.2
Honda,e:Ny1 (v2022),62.9,219.3,182.8,AWD,2124.6,269.6,8.8,2.5,255.2
Tesla,Model S Plaid (v2025),134.1,234.2,220.6,RWD,3019.4,564.5,5.3,12.7,531.1
Kia,Soul EV (v2023),102.2,220.8,174.6,AWD,2649.5,248.6,9.0,9.3,407.8
Volkswagen,ID.4 GTX (v2024),108.9,229.9,165.8,FWD,2584.8,332.9,7.6,3.4,426.2
Ford,Mustang Mach-E SR (v2022),99.0,219.4,186.7,AWD,2390.7,372.2,7.9,3.2,402.0
Porsche,Macan EV Turbo (v2024),81.3,232.2,214.6,AWD,2411.0,510.2,6.0,5.2,322.9
Tesla,Model S Dual (v2023),118.0,268.2,238.6,AWD,2841.4,656.7,4.5,5.6,401.5
Mercedes,EQA 250 (v2021),54.2,195.2,158.9,RWD,1769.3,159.3,10.1,1.5,248.3
Jaguar,I-Pace HSE (v2022),51.0,197.9,160.8,FWD,1835.8,153.0,10.7,3.8,231.4
Ford,F-150 Lightning Extended (v2022),72.4,194.2,157.8,RWD,2069.5,167.1,10.0,2.6,333.0
Lucid,Air Sapphire (v2024),96.0,233.8,206.9,AWD,2305.3,525.8,5.8,2.3,395.6
Audi,Q4 Sportback (v2025),67.3,219.4,173.5,AWD,2159.4,244.7,9.4,4.1,282.8
Volkswagen,ID. Buzz Pro (v2021),103.8,199.7,169.7,FWD,2255.2,235.4,9.1,3.6,485.4
Volkswagen,ID.7 Pro (v2025),69.2,197.9,177.8,AWD,2050.7,221.9,9.3,2.3,340.5
Rivian,R1T Performance (v2024),51.5,196.2,181.0,RWD,1929.7,247.0,9.0,1.9,231.8
BMW,iX M60 (v2022),80.4,211.9,159.8,AWD,2119.4,233.7,9.2,6.9,368.0
Audi,Q6 e-tron (v2024),90.6,237.6,188.6,AWD,2565.6,344.2,8.1,4.8,347.0
Kia,EV6 GT-Line (v2022),64.5,200.8,161.8,RWD,2066.8,188.3,9.6,4.0,310.1
BYD,Han EV (v2024),65.0,210.3,165.9,FWD,2121.5,230.6,8.8,3.3,302.2
Honda,e:Ny1 (v2022),53.0,193.7,170.5,AWD,1764.0,233.6,9.5,1.6,245.4
Honda,e:Ny1 (v2024),56.9,191.6,168.1,AWD,1795.5,255.9,8.9,1.7,272.6
Porsche,Macan EV Turbo (v2025),74.7,209.9,207.6,AWD,1990.0,480.7,6.1,3.8,347.5
Ford,F-150 Lightning Extended (v2025),45.7,199.6,156.4,AWD,1881.4,201.7,9.9,2.3,213.5
Lucid,Air Touring (v2021),132.7,267.1,242.2,AWD,3082.1,681.0,3.9,5.4,473.7
Porsche,Taycan 4S (v2021),125.2,254.8,275.0,AWD,2853.8,880.0,2.1,4.9,465.8
MG,MG5 EV (v2025),44.5,182.7,154.6,FWD,1885.5,129.2,10.7,2.3,226.7
Chevrolet,Blazer EV RS (v2024),53.4,185.8,157.7,FWD,1942.2,177.0,9.8,3.6,260.3
Polestar,Polestar 2 Standard (v2021),61.5,220.6,172.0,AWD,1993.1,186.0,10.2,6.4,258.7
Rivian,R1S Quad Motor (v2024),71.7,237.1,217.8,AWD,2199.7,542.6,5.3,4.7,275.5
Lucid,Air Sapphire (v2021),102.3,263.1,239.7,AWD,2724.0,721.7,3.5,2.4,344.9
Polestar,Polestar 4 Dual (v2021),70.1,200.0,171.0,RWD,2038.3,259.4,8.9,3.6,324.6
Volvo,EX30 Single Motor (v2022),108.6,218.2,177.3,FWD,2541.0,286.9,8.4,4.1,443.1
Porsche,Taycan Cross Turismo (v2021),117.8,263.0,270.9,AWD,2749.7,880.0,2.1,3.9,433.0
Ford,Mustang Mach-E GT (v2021),101.1,228.5,176.9,AWD,2596.4,278.1,9.3,3.2,403.3
Porsche,Macan EV 4 (v2023),68.8,219.7,166.2,AWD,2156.1,228.6,9.2,2.4,277.1
Mercedes,EQG 580 (v2023),84.2,206.9,177.8,FWD,2399.4,291.4,8.8,3.8,369.8
Audi,e-tron S (v2025),103.5,232.8,202.4,FWD,2624.1,463.6,6.4,6.4,422.7
Lucid,Air Touring (v2021),97.6,223.5,210.4,AWD,2334.5,501.4,6.2,3.5,390.6
Jaguar,I-Pace Black (v2025),45.0,184.7,157.2,FWD,1553.4,178.4,9.9,2.9,233.9
Chevrolet,Blazer EV LT (v2022),77.3,218.8,184.0,AWD,2043.6,341.7,8.1,4.6,317.7
Mercedes,EQS 450+ (v2021),59.8,201.1,152.9,RWD,1971.1,158.4,9.9,3.3,273.5
Nissan,Townstar EV (v2025),70.4,199.0,175.7,FWD,1858.9,289.1,8.6,2.9,312.3
Ford,Mustang Mach-E ER (v2024),46.2,196.4,144.2,AWD,1905.6,142.5,10.3,3.6,209.4
Porsche,Macan EV 4 (v2024),88.7,232.3,217.5,AWD,2497.7,512.0,6.2,6.7,354.4
BYD,Dolphin Standard (v2022),57.4,192.8,171.2,FWD,1860.5,248.4,9.0,4.4,274.3
BYD,Seal RWD (v2023),74.3,210.5,170.0,AWD,2194.9,245.2,9.5,2.7,329.0
Hyundai,Ioniq 5 Long Range (v2025),88.3,207.1,178.0,FWD,2299.5,322.7,8.2,3.1,408.8
BYD,Tang EV (v2021),57.2,186.8,165.0,FWD,1929.8,188.4,9.5,1.8,285.9
Chevrolet,Blazer EV LT (v2025),68.7,216.5,178.0,RWD,2013.6,299.0,8.6,1.9,298.2
Jaguar,I-Pace Black (v2021),73.5,207.7,168.7,RWD,2031.9,223.5,10.1,2.6,322.8
Polestar,Polestar 4 Dual (v2022),85.7,235.1,184.2,AWD,2435.6,364.0,7.7,3.0,330.2
Ford,F-150 Lightning Extended (v2022),95.9,219.6,184.5,RWD,2275.6,324.9,7.9,3.9,413.0
Tesla,Model Y Performance (v2024),105.3,232.1,196.2,AWD,2385.1,417.3,6.7,3.8,400.2
Porsche,Taycan Cross Turismo (v2025),77.3,223.8,183.6,AWD,2331.0,311.7,8.3,4.2,315.3
Volkswagen,ID.5 GTX (v2021),97.2,225.9,190.9,FWD,2357.0,397.2,7.1,2.7,378.6
MG,Cyberster RWD (v2021),60.1,175.1,163.8,FWD,1782.3,208.1,9.3,3.2,313.1
Audi,RS e-tron GT (v2023),106.6,230.9,185.1,RWD,2656.7,373.1,7.0,2.9,416.6
MG,MG5 EV (v2022),48.8,193.8,152.6,AWD,1750.4,159.2,9.7,3.1,232.9
BMW,iX M60 (v2021),48.1,192.3,159.6,AWD,1773.1,182.0,9.8,1.6,239.4
Tesla,Cybertruck Tri (v2021),77.2,228.6,239.1,AWD,2212.6,650.6,4.4,4.2,331.1
Honda,e (v2025),55.5,199.1,165.5,AWD,2013.3,227.0,9.7,2.0,257.9
Rivian,R1S Dual Motor (v2022),87.6,250.4,243.0,AWD,2195.8,713.0,4.1,2.4,338.7
Hyundai,Ioniq 5 N (v2025),102.3,236.5,191.3,FWD,2607.0,389.3,7.4,3.9,410.4
Audi,Q4 Sportback (v2023),98.4,225.3,195.5,AWD,2463.3,370.8,8.2,2.9,408.7
Tesla,Model S Dual (v2022),78.0,224.9,227.0,RWD,2244.1,551.5,4.9,1.9,338.0
Kia,EV6 GT (v2022),91.2,211.8,188.3,RWD,2213.1,379.7,7.7,3.0,420.7
Nissan,Townstar EV (v2025),47.4,204.8,172.4,AWD,1837.8,188.4,10.0,4.2,221.3
BYD,Seal AWD (v2021),94.6,246.9,190.6,AWD,2535.2,361.0,7.9,2.5,365.8
MG,ZS EV Long Range (v2021),55.8,184.4,157.0,FWD,1974.5,127.2,11.0,3.4,270.0
Ford,Mustang Mach-E SR (v2025),71.0,193.2,158.0,RWD,2196.4,167.9,10.4,2.7,336.4
Audi,e-tron 55 (v2025),104.6,243.3,184.6,AWD,2724.5,383.2,7.0,3.8,383.5
Tesla,Model 3 LR (v2024),84.0,220.7,198.3,AWD,2320.4,502.9,5.9,6.2,354.0
Chevrolet,Bolt EUV (v2021),58.1,194.1,155.0,FWD,1871.7,129.3,10.0,1.9,284.5
Audi,Q4 50 e-tron (v2022),49.9,187.5,147.7,FWD,1744.0,134.9,10.0,1.4,234.8
Tesla,Model X Plaid (v2022),119.9,251.0,242.7,RWD,2781.7,724.5,3.2,3.5,453.7
Porsche,Macan EV Turbo (v2024),131.9,271.1,259.9,AWD,2876.1,815.1,2.4,4.4,432.5
Honda,Prologue EX (v2021),55.0,203.8,175.5,FWD,1849.3,218.7,9.7,4.3,246.7
Volkswagen,ID.4 Pro (v2024),88.6,196.4,179.5,FWD,2213.7,289.2,8.5,3.7,401.1
Rivian,R1T Performance (v2023),69.7,204.2,199.8,RWD,1973.4,402.3,7.7,3.0,304.6
Porsche,Taycan Turbo S (v2023),110.8,250.7,224.8,AWD,2792.6,586.2,4.5,6.2,417.5
Toyota,bZ3 (v2023),85.2,201.8,160.4,RWD,2401.9,245.9,8.9,3.7,410.5
Kia,EV9 Light (v2024),90.8,219.0,171.5,FWD,2357.4,267.0,8.3,6.0,402.0
BMW,iX xDrive40 (v2024),86.5,206.1,164.3,FWD,2229.6,213.2,9.6,5.8,375.8
BYD,Atto 3 (v2023),50.0,175.2,162.5,FWD,1823.0,148.9,10.2,3.3,253.5
BMW,iX1 xDrive30 (v2022),48.5,182.6,169.8,RWD,1761.2,214.4,9.2,2.4,253.6
Polestar,Polestar 2 Standard (v2021),103.5,232.7,201.1,AWD,2568.7,397.8,7.8,3.8,420.5
Volkswagen,ID.4 GTX (v2022),56.4,193.9,166.8,RWD,1923.7,249.6,8.8,2.6,256.8
Jaguar,I-Pace HSE (v2024),93.7,219.7,170.6,FWD,2483.7,251.8,9.0,8.4,388.6
BMW,iX xDrive40 (v2021),91.9,214.0,166.3,AWD,2214.9,242.3,8.7,3.4,381.9
Polestar,Polestar 2 Performance (v2024),103.5,203.5,185.7,RWD,2263.1,350.7,8.1,3.5,484.0
BYD,Han EV (v2024),60.5,208.7,171.1,FWD,1904.2,214.4,9.9,2.5,283.9
Audi,Q6 e-tron (v2021),59.7,192.7,161.1,RWD,1976.4,135.5,10.3,3.3,303.0
Toyota,bZ3 (v2025),106.7,236.3,204.7,RWD,2364.0,448.0,7.3,3.6,434.3
Toyota,bZ4X FWD (v2022),52.3,206.1,171.7,FWD,1862.7,233.6,9.7,2.1,248.3
Ford,F-150 Lightning Extended (v2021),82.6,203.6,184.0,FWD,2299.2,283.0,8.8,4.2,367.8
BYD,Seal RWD (v2025),82.0,218.8,171.3,RWD,2090.5,239.2,9.0,2.1,334.8
BYD,Seal AWD (v2022),64.8,183.1,158.4,FWD,1774.6,202.0,9.7,3.4,319.3
Rivian,R1S Dual Motor (v2023),61.8,226.6,206.7,AWD,1863.7,509.0,6.0,4.2,258.3
Mercedes,EQS 580 (v2021),60.7,206.1,166.8,AWD,2125.6,178.6,9.9,6.7,274.3
Ford,F-150 Lightning Extended (v2024),95.1,197.9,182.4,FWD,2352.8,319.9,8.3,2.9,425.8
Volkswagen,ID. Buzz Pro (v2023),45.8,179.7,155.0,RWD,1566.6,174.3,10.1,1.9,243.5
BYD,Atto 3 (v2023),48.7,185.5,148.1,FWD,1757.1,142.6,10.1,5.2,249.0
Lucid,Air Sapphire (v2024),92.8,227.8,229.3,RWD,2450.7,603.4,5.2,3.0,359.6
Chevrolet,Equinox EV (v2023),51.4,187.5,152.1,RWD,1676.1,134.9,10.0,1.6,241.9
Volkswagen,ID.3 Pro (v2025),45.8,192.4,152.1,FWD,1917.2,165.1,10.6,2.9,226.0
Volvo,XC40 Recharge (v2024),58.5,190.0,171.6,RWD,1688.2,225.9,9.3,4.2,280.0
Mercedes,EQE SUV 350 (v2021),83.0,206.8,172.8,RWD,2296.8,254.8,8.8,4.5,366.7
Toyota,bZ4X AWD (v2024),53.4,196.6,160.9,RWD,1690.9,176.5,9.9,3.5,258.1
Nissan,Ariya e-4ORCE (v2022),69.6,183.8,175.4,FWD,2030.4,266.0,8.9,3.6,370.1
Jaguar,I-Pace Black (v2023),88.4,224.4,187.9,AWD,2185.6,379.9,7.8,8.2,382.8
Porsche,Macan EV 4 (v2025),110.5,234.6,217.5,AWD,2651.1,533.6,5.7,7.3,443.7
Audi,e-tron 55 (v2021),50.3,206.1,152.2,AWD,1993.3,178.0,9.7,1.5,229.1
Hyundai,Ioniq 5 Long Range (v2023),91.6,229.8,158.9,AWD,2328.1,218.3,9.7,4.2,359.7
Chevrolet,Equinox EV (v2025),63.0,207.9,178.2,AWD,1963.6,260.3,9.3,2.4,272.4
Honda,Prologue Touring (v2025),58.9,196.3,160.9,FWD,1836.2,191.0,9.9,2.5,268.6
Audi,e-tron 55 (v2024),75.1,202.2,161.6,RWD,2190.0,234.1,9.2,5.4,361.4
Porsche,Taycan Cross Turismo (v2023),138.8,271.8,268.5,AWD,2917.9,880.0,2.1,4.0,457.0
Lucid,Air Grand Touring (v2023),78.9,207.3,220.5,RWD,2207.7,551.6,5.7,4.5,366.7
Volvo,EX30 Twin Motor (v2024),102.8,217.6,157.3,FWD,2519.2,232.7,8.9,8.1,428.1
MG,MG5 EV (v2022),72.0,199.3,181.5,FWD,2099.3,302.2,8.1,3.0,342.9
Ford,Mustang Mach-E SR (v2025),50.3,186.3,161.7,FWD,1706.4,161.1,10.2,2.3,238.1
